Name,PoseNum,ZDock Score,ZRank Score,Cluster,ClusterCenter,ClusterSize,Density,E_vdw1,E_elec1,E_vdw2,E_elec2,E_sol,E_RDock,clash
Pose1433,1433,20.100,20.321,31,0,17,15.000,-72.4496587,-5.94614818,-123.194805,-60.536987,19.6,-34.8832883,0
Pose337,337,17.160,-41.798,46,0,12,11.000,-88.7569237,-7.54984795,-97.8416256,-43.2018113,5.4,-33.48163017,0
Pose299,299,16.780,-44.688,2001,0,1,5.000,-115.64908,-0.226338632,-115.811816,-49.1355771,12.6,-31.62201939,0
Pose1334,1334,17.120,13.836,50,0,12,9.000,-55.5245116,-3.53986622,-129.934811,-35.9874084,5.8,-26.58866756,0
Pose1245,1245,17.520,7.809,2001,0,1,5.000,0.119099039,-5.20052065,-152.362256,-32.2591806,2.7,-26.33326254,0
Pose593,593,16.980,-24.576,2001,0,1,8.000,-63.6297247,-9.69890763,-114.709882,-23.2507828,-4.3,-25.22570452,0
Pose240,240,16.600,-49.342,2001,0,1,1.000,-118.059872,-1.897388766E-02,-112.505759,-38.7504592,9.9,-24.97541328,0
Pose1367,1367,16.800,15.384,41,0,13,13.000,-123.874689,0.139842227,-125.796417,-55.6178255,25.1,-24.95604295,0
Pose749,749,20.320,-17.148,14,0,23,20.000,-87.3624192,-12.6422536,-150.868961,-36.9424667,8.6,-24.64822003,0
Pose140,140,22.320,-58.400,50,0,12,20.000,-97.2099135,-5.67062143,-134.490235,-36.0060118,7.9,-24.50541062,0
Pose478,478,17.160,-30.819,2001,0,1,1.000,119.419588,-2.01310346,-114.831091,-42.2449399,13.7,-24.32044591,0
Pose273,273,17.800,-46.729,67,0,8,9.000,-134.01338,-2.34812707,-134.462063,-59.7021632,29.8,-23.93194688,0
Pose1365,1365,16.800,15.153,31,0,17,15.000,-136.68154,-5.03498464,-136.320825,-59.8620549,30.0,-23.87584941,0
Pose1230,1230,19.080,6.613,2001,0,1,22.000,-59.7084981,-3.42235689,-147.709247,-36.0705733,8.6,-23.86351597,0
Pose625,625,18.960,-22.697,49,0,12,12.000,110.308837,-10.2894175,-132.60431,-35.8351214,8.4,-23.85160926,0
Pose1223,1223,16.900,6.220,67,0,8,9.000,-116.397162,1.84509982,-127.85017,-53.7768441,24.7,-23.69915969,0
Pose617,617,18.740,-23.167,21,0,19,15.000,355.662361,-9.59396612,-131.795114,-34.8701756,7.9,-23.48315804,0
Pose324,324,18.480,-42.868,41,1,13,13.000,-114.021779,-4.91708151,-123.70896,-58.8984831,30.1,-22.90863479,0
Pose1436,1436,16.800,20.379,26,0,18,15.000,361.159111,-3.39817074,-102.260977,-26.8742954,1.3,-22.88686586,0
Pose53,53,21.700,-71.133,2001,0,1,11.000,-154.058641,-1.81168481,-150.762761,-33.6312597,7.4,-22.86813373,0
Pose30,30,18.040,-79.301,2001,0,1,9.000,-123.526928,-1.50965544,-136.964129,-29.6707365,4.3,-22.40366285,0
Pose1212,1212,16.620,5.465,41,0,13,13.000,-116.202655,1.18936411,-121.286882,-58.5644867,30.6,-22.10803803,0
Pose48,48,17.100,-72.275,2001,0,1,1.000,-91.8011613,-13.3788272,-125.109208,-43.4853369,17.1,-22.03680321,0
Pose1149,1149,17.540,2.864,2001,0,1,7.000,-94.6351799,-7.29838716,-120.197159,-21.1615112,-2.7,-21.74536008,0
Pose37,37,18.260,-75.524,54,1,11,6.000,-99.0067033,-2.1894543,-119.565679,-33.3143266,8.4,-21.58289394,0
Pose4,4,17.700,-97.948,39,1,14,13.000,-128.98192,-17.6901592,-138.807502,-39.5817025,14.1,-21.52353225,0
Pose1366,1366,17.560,15.267,14,0,23,23.000,-139.501216,-2.00577618,-129.1887,-34.6988942,9.9,-21.32900478,0
Pose530,530,17.040,-28.139,14,0,23,21.000,617.691232,-11.0846362,6.41145359,-31.3594557,7.0,-21.22351013,0
Pose1673,1673,18.020,39.830,26,0,18,16.000,123.319753,-4.70780105,-183.765611,-26.2234535,2.8,-20.80110815,0
Pose424,424,19.840,-34.372,41,0,13,13.000,-119.034885,-4.25095888,-139.070782,-55.296751,29.2,-20.5670759,0
Pose1717,1717,17.440,43.947,2001,0,1,5.000,238.486056,-6.8438277,-118.267098,-43.7012436,18.9,-20.43111924,0
Pose1104,1104,17.660,0.721,70,0,8,9.000,-140.165614,-2.96616613,-136.612867,-35.9811429,12.1,-20.28302861,0
Pose32,32,17.720,-78.980,2001,0,1,7.000,-99.3986346,-1.91265511,-115.018866,-32.9757924,9.4,-20.27821316,0
Pose580,580,17.120,-25.290,34,0,16,9.000,-122.520034,-8.83954723,-114.611941,-20.34115,-1.6,-19.907035,0
Pose1269,1269,18.800,8.942,70,0,8,9.000,-96.4659826,-0.535757788,-134.301018,-38.8958066,15.1,-19.90622594,0
Pose255,255,16.620,-48.299,94,0,6,5.000,-92.6127798,-4.21302962,-109.349966,-28.6735005,5.9,-19.90615045,0
Pose1950,1950,18.200,96.489,12,0,24,16.000,662.753695,-4.55725751,-146.464731,-25.5429041,3.4,-19.58861369,0
Pose92,92,17.060,-64.638,39,0,14,11.000,-120.988646,-17.6171209,-118.825285,-33.4266697,10.5,-19.58400273,0
Pose253,253,17.840,-48.451,2001,0,1,7.000,65.4596414,-6.21774727,-104.168341,-17.7214788,-3.6,-19.54933092,0
Pose10,10,16.700,-88.942,2001,0,1,3.000,-116.153004,-1.27381402,-116.256016,-31.3885514,8.8,-19.44969626,0
Pose941,941,16.940,-7.778,54,0,11,19.000,-51.0065242,-4.19721759,-120.004022,-28.0859258,5.9,-19.37733322,0
Pose11,11,18.600,-88.223,93,0,6,5.000,-91.6320128,0.441663969,-97.4390372,-27.2042059,5.2,-19.28378531,0
Pose164,164,17.560,-55.784,2001,0,1,7.000,-26.4427143,-11.3967159,-110.972037,-26.2951493,4.4,-19.26563437,0
Pose465,465,18.800,-31.498,2001,0,1,8.000,-119.107062,-7.13367778,-112.47938,-19.9369629,-1.3,-19.24326661,0
Pose420,420,16.880,-34.616,46,0,12,12.000,-81.670008,-9.188342,-104.507236,-36.3362672,13.5,-19.20264048,0
Pose1715,1715,17.160,43.582,23,0,18,15.000,-152.85558,-4.55520123,-144.47206,-25.5641148,4.1,-18.90770332,0
Pose39,39,17.240,-74.946,2001,0,1,7.000,-117.738158,-11.0422129,-124.949845,-22.0938129,1.0,-18.88443161,0
Pose717,717,17.460,-18.820,10,0,24,11.000,92.9730858,-5.12596858,-109.668145,-29.8275595,8.1,-18.74480355,0
Pose1350,1350,19.080,14.427,67,0,8,9.000,-91.1995791,0.490623472,-99.7734716,-53.2008484,29.3,-18.58076356,0
Pose1588,1588,21.020,31.885,40,0,13,13.000,-44.3464162,-3.28340817,-150.304782,-34.8307223,12.9,-18.44765007,0
Pose99,99,16.620,-63.623,92,1,6,4.000,-79.4847012,-3.19092403,-87.9562517,-16.0475411,-3.9,-18.34278699,0
Pose370,370,17.620,-39.065,10,0,24,7.000,-126.920965,-6.01219547,-119.196366,-19.0053685,-1.0,-18.10483165,0
Pose6,6,20.340,-94.152,2001,0,1,5.000,-122.851212,-1.09613454,-146.855788,-39.540121,17.5,-18.0861089,0
Pose18,18,17.780,-84.360,2001,0,1,15.000,-131.515152,1.11954011,-134.162724,-25.7505201,5.1,-18.07546809,0
Pose817,817,17.100,-13.311,57,0,10,14.000,1257.8286,-6.55858933,-117.137082,-17.0829245,-2.7,-18.07463205,0
Pose183,183,17.100,-53.931,2001,0,1,1.000,-70.1174036,-4.55061853,-87.2815124,-31.8513809,10.7,-17.96624281,0
Pose79,79,20.220,-67.025,39,0,14,8.000,-22.7158749,-10.3877268,-142.268401,-41.7104044,19.6,-17.93936396,0
Pose1939,1939,16.800,91.635,67,0,8,9.000,-72.7494369,-12.3163441,-151.501982,-59.8333974,36.1,-17.75005766,0
Pose1725,1725,21.100,45.153,12,0,24,17.000,-86.6830539,-2.83136152,-168.375106,-26.1396928,5.9,-17.62572352,0
Pose239,239,17.220,-49.442,10,0,24,7.000,-33.2644695,-8.63555645,-109.266863,-18.7107468,-0.6,-17.43967212,0
Pose259,259,16.800,-47.894,3,0,53,28.000,-80.6464189,-2.21030184,-119.658655,-31.244077,10.8,-17.3196693,0
Pose951,951,17.220,-7.409,2001,0,1,7.000,-90.8354913,-11.3474102,-99.3465161,-17.7615802,-1.2,-17.18542218,0
Pose448,448,17.080,-32.687,40,0,13,13.000,-148.747585,-3.09284895,-143.306865,-37.4261112,16.6,-17.08350008,0
Pose575,575,17.400,-25.438,2001,0,1,2.000,78.7150892,-5.90102444,-93.2676699,-18.4204293,-0.5,-17.07838637,0
Pose1029,1029,17.140,-3.136,80,0,7,7.000,-95.5721874,-1.1283923,-134.279149,-37.022934,16.3,-17.0206406,0
Pose1,1,16.680,-101.421,74,1,7,7.000,-73.8539223,-2.8145437,-100.936635,-21.2273338,2.1,-17.00460042,0
Pose540,540,20.040,-27.480,32,0,16,15.000,-108.41729,-7.77826937,-131.793584,-48.4036888,26.6,-16.96331992,0
Pose638,638,17.040,-21.959,24,0,18,7.000,-110.179688,1.44968315,-124.494882,-26.9144889,7.3,-16.92304001,0
Pose110,110,16.920,-62.618,24,0,18,13.000,-71.6775512,-5.74461027,-116.804239,-28.200567,8.5,-16.8805103,0
Pose936,936,17.440,-7.949,57,0,10,14.000,1.15168467,-6.41060652,-133.298387,-18.2821672,-0.4,-16.85395048,0
Pose1987,1987,17.880,126.169,23,0,18,16.000,893.338087,-5.16866396,-136.483394,-16.5185101,-1.7,-16.56665909,0
Pose1751,1751,17.200,50.014,2001,0,1,1.000,150.599899,-3.12528615,-132.398141,-19.8161675,1.3,-16.53455075,0
Pose1540,1540,16.640,28.337,21,0,19,15.000,-57.4323153,-6.92222716,-152.82157,-24.6628904,5.7,-16.49660136,0
Pose1616,1616,17.240,33.824,22,0,19,19.000,-144.73877,-4.91572786,-132.160358,-46.5108959,25.4,-16.45980631,0
Pose522,522,18.040,-28.381,7,0,26,14.000,16.8747247,-7.6775169,-117.23117,-20.6770475,2.2,-16.40934275,0
Pose1343,1343,17.220,14.320,21,0,19,14.000,268.876254,-8.64321388,-138.845165,-17.7867802,-0.4,-16.40810218,0
Pose647,647,17.580,-21.650,41,0,13,13.000,-126.603793,-8.34835805,-146.433409,-59.9617523,37.7,-16.26557707,0
Pose1127,1127,17.320,1.609,23,0,18,17.000,-95.2916253,-3.83980265,-127.87777,-21.1229263,2.8,-16.21063367,0
Pose863,863,16.960,-11.047,34,0,16,11.000,-23.6396582,-2.7262204,-113.782146,-21.5342881,3.3,-16.08085929,0
Pose1933,1933,18.200,88.946,23,0,18,15.000,-171.850535,-11.057713,-181.163446,-22.6589359,4.4,-15.99304231,0
Pose16,16,17.520,-85.599,44,1,13,7.000,-125.11928,-14.5138747,-120.597151,-36.4851696,16.9,-15.93665264,0
Pose1172,1172,18.960,3.941,12,0,24,17.000,480.865163,-8.28874003,-143.752692,-25.9203945,7.4,-15.92835505,0
Pose120,120,16.980,-61.238,54,0,11,6.000,-91.4507315,-2.9729186,-117.743124,-27.2965199,8.7,-15.86686791,0
Pose90,90,17.140,-65.134,54,0,11,7.000,-80.5660774,-5.20171245,-116.869913,-26.2796506,7.8,-15.85168554,0
Pose1385,1385,18.500,16.629,12,0,24,16.000,-56.2817854,-10.6384614,-174.287449,-25.7043823,7.3,-15.83394407,0
Pose821,821,16.580,-13.031,2001,0,1,1.000,-105.525764,-5.14779178,-114.42025,-20.6827012,2.9,-15.71443108,0
Pose265,265,18.200,-47.258,31,1,17,15.000,-124.976108,-9.16356628,-122.923333,-46.8661837,26.5,-15.67956533,0
Pose114,114,17.220,-61.689,67,1,8,9.000,-126.129141,-5.50957592,-134.585001,-53.9707607,32.9,-15.67368463,0
Pose729,729,16.860,-18.141,21,0,19,19.000,-122.458091,-1.01804426,-124.159729,-30.2611743,11.6,-15.63505687,0
Pose73,73,18.100,-67.915,20,0,19,15.000,-97.835243,-5.24556846,-98.6880041,-20.9559106,3.3,-15.56031954,0
Pose42,42,18.120,-74.253,50,1,12,9.000,-126.94087,-4.18612963,-115.881924,-27.3867315,9.1,-15.54805835,0
Pose613,613,16.800,-23.483,50,0,12,22.000,-114.507136,-5.39363957,-121.482867,-28.9074571,10.5,-15.51671139,0
Pose96,96,17.220,-63.913,2001,0,1,3.000,-129.816454,-8.36709904,-124.129458,-37.2372446,18.0,-15.51352014,0
Pose682,682,17.140,-20.302,23,0,18,12.000,-111.344913,-2.66751358,-101.84866,-22.5324189,4.8,-15.47917701,0
Pose5,5,17.440,-96.774,2001,1,1,4.000,-106.14272,-2.13873364,-111.656622,-23.0726741,5.3,-15.46540669,0
Pose136,136,17.080,-59.009,16,0,22,20.000,-93.2331918,-5.74867051,-114.33627,-38.4147445,19.2,-15.37327005,0
Pose1709,1709,18.920,42.769,26,0,18,14.000,103.62019,-10.3686188,-182.002259,-21.6024963,4.1,-15.34224667,0
Pose270,270,16.860,-46.890,2001,0,1,3.000,-73.1620447,-5.98005839,-92.4267847,-14.1440576,-2.6,-15.32965184,0
Pose980,980,16.720,-5.928,21,0,19,18.000,-125.643463,-1.90972744,-122.987714,-27.1880782,9.3,-15.16927038,0
Pose791,791,20.240,-15.065,26,0,18,15.000,-77.4720248,-10.0122208,-165.238866,-28.0210082,10.2,-15.01890738,0
Pose780,780,17.840,-15.792,41,0,13,13.000,48.3412515,-1.55053032,-99.6633989,-48.712774,28.9,-14.9414966,0
Pose599,599,17.560,-24.104,2001,0,1,7.000,-100.454039,-9.80822818,-104.372555,-15.4868219,-0.9,-14.83813971,0
Pose1494,1494,17.080,24.570,2001,0,1,1.000,166.533635,-8.82309759,-125.659209,-6.35511514,-9.0,-14.719603626,0
Pose893,893,16.880,-9.588,2001,0,1,2.000,-138.935459,-2.73134947,-130.154704,-17.5702162,1.1,-14.71319458,0
Pose1686,1686,17.820,40.936,14,0,23,21.000,-32.8418383,-4.96142232,-138.68023,-24.8446889,7.7,-14.66022001,0
Pose1828,1828,17.400,61.607,23,0,18,15.000,1761.37833,-5.45943664,-87.8705958,-19.8158614,3.2,-14.63427526,0
Pose3,3,18.040,-98.515,93,1,6,5.000,-91.4450227,-1.18800245,-105.17385,-24.0301426,7.0,-14.62712834,0
Pose1060,1060,17.340,-1.393,49,0,12,10.000,-47.6993689,-1.57636984,-123.388451,-28.5167333,11.1,-14.56505997,0
Pose1727,1727,17.340,45.278,2001,0,1,1.000,127.256853,-6.23519765,-147.170886,-19.8057573,3.3,-14.52518157,0
Pose391,391,20.220,-37.173,2001,0,1,5.000,-112.885096,-2.87094583,-134.695091,-36.7037638,18.6,-14.43338742,0
Pose1342,1342,17.020,14.314,49,0,12,11.000,-100.650658,-5.62592391,-125.690529,-29.4251462,12.1,-14.38263158,0
Pose157,157,18.040,-56.180,67,0,8,9.000,-124.542995,-0.405877378,-130.897085,-44.0091779,25.3,-14.30826011,0
Pose359,359,17.800,-39.828,2001,0,1,3.000,-110.465147,-2.18730721,-118.237709,-22.3461339,5.9,-14.21152051,0
Pose629,629,16.960,-22.548,49,0,12,10.000,-118.0676,-3.22526972,-117.374452,-28.3054804,11.3,-14.17493236,0
Pose254,254,20.460,-48.369,4,0,49,18.000,-125.517169,-1.34485717,-136.254588,-29.7240678,12.6,-14.15166102,0
Pose229,229,16.840,-49.927,39,0,14,11.000,-125.171242,-20.1120108,-128.472371,-32.0861033,14.8,-14.07749297,0
Pose266,266,18.660,-47.103,67,0,8,9.000,-61.0629207,-1.1587938,-127.321161,-48.8098322,29.9,-14.02884898,0
Pose1994,1994,16.640,137.557,23,0,18,16.000,1396.01294,-5.69179092,-4.71737511,-13.2464786,-2.1,-14.02183074,0
Pose1011,1011,17.960,-4.017,75,0,7,7.000,-114.2088,-2.72176764,-120.461773,-32.5450096,15.3,-13.99050864,0
Pose1280,1280,18.300,9.230,48,0,12,11.000,-65.7579473,-3.20351608,-123.316913,-27.1944389,10.6,-13.87499501,0
Pose831,831,16.820,-12.712,57,0,10,14.000,-69.423076,-9.8299078,-112.648135,-17.2599972,1.8,-13.73399748,0
Pose762,762,17.980,-16.761,3,0,53,29.000,-105.404049,-4.40543369,-118.462399,-28.9028225,12.3,-13.71254025,0
Pose684,684,17.720,-20.229,26,0,18,16.000,67.1787567,-1.77568391,-121.393548,-14.8912341,-0.3,-13.70211069,0
Pose738,738,16.660,-17.813,2001,0,1,1.000,-111.87533,-4.3943152,-120.218144,-20.0694997,4.4,-13.66254973,0
Pose1030,1030,17.360,-3.135,8,0,25,18.000,-108.777053,-3.50739132,-120.339148,-17.5442759,2.2,-13.58984831,0
Pose35,35,16.600,-76.390,3,0,53,23.000,-95.3175786,-1.01532307,-99.6041894,-24.8506786,8.8,-13.56561074,0
Pose25,25,17.100,-80.809,56,1,10,10.000,-139.082964,-15.0581454,-138.12339,-34.7980619,17.8,-13.51825571,0
Pose760,760,18.300,-16.791,2001,0,1,1.000,-120.339114,-5.39466586,-116.744734,-19.6858456,4.4,-13.31726104,0
Pose13,13,16.740,-87.983,2001,0,1,5.000,-116.138614,-3.74235258,-118.88544,-30.1273312,13.8,-13.31459808,0
Pose446,446,19.900,-32.729,40,0,13,13.000,-101.651689,-8.699236,-112.300282,-34.4384895,17.7,-13.29464055,0
Pose460,460,17.600,-32.014,2001,0,1,5.000,-88.6378529,-2.50435074,-116.058539,-22.1332214,6.7,-13.21989926,0
Pose1972,1972,18.660,108.718,23,0,18,16.000,642.038679,-7.43331525,-120.490645,-15.5387541,0.8,-13.18487869,0
Pose1325,1325,16.680,12.468,46,0,12,12.000,-118.757231,-4.16749927,-115.00541,-35.9783094,19.2,-13.18047846,0
Pose364,364,16.680,-39.449,74,0,7,7.000,35.7739372,-1.34351051,-99.015155,-21.4849605,6.3,-13.03646445,0
Pose1675,1675,16.980,40.152,32,0,16,15.000,-121.639501,-5.44724776,-131.458771,-46.7789637,29.2,-12.90106733,0
Pose798,798,16.660,-14.620,2001,0,1,11.000,-115.669428,-11.6482271,-113.338124,-27.4272133,11.8,-12.88449197,0
Pose741,741,16.600,-17.533,7,0,26,10.000,86.2725939,-8.1900013,-110.063831,-26.5330984,11.0,-12.87978856,0
Pose171,171,21.480,-55.112,77,0,7,7.000,-134.918905,0.489073363,-139.351494,-33.7551589,17.5,-12.87964301,0
Pose1587,1587,17.500,31.876,31,0,17,16.000,39.3597674,-5.66010369,-143.0265,-51.0429767,33.1,-12.83867903,0
Pose80,80,16.880,-66.839,2001,0,1,8.000,-117.11595,-2.86724459,-112.962615,-24.2616001,9.0,-12.83544009,0
Pose71,71,18.500,-68.002,2001,0,1,7.000,-69.4603158,-5.26358481,-127.899719,-17.4557807,2.9,-12.81020263,0
Pose21,21,19.180,-82.666,3,0,53,28.000,-135.082384,-3.82799747,-149.863517,-33.9855876,17.8,-12.78702884,0
Pose450,450,17.120,-32.565,2001,0,1,10.000,-88.4384575,1.13215943,-96.2534376,-17.7480327,3.3,-12.67322943,0
Pose1860,1860,19.760,66.710,26,0,18,15.000,276.095661,-6.94871111,-159.369853,-16.1575248,1.9,-12.64177232,0
Pose296,296,16.640,-44.849,67,0,8,9.000,-104.521791,-2.21641699,-114.374322,-41.8814324,25.1,-12.59328916,0
Pose1649,1649,16.580,36.692,23,0,18,16.000,20.1033695,-8.47943961,-149.008682,-21.1856466,6.5,-12.56708194,0
Pose274,274,17.260,-46.684,74,0,7,7.000,-88.218326,-0.957288832,-108.885682,-22.6196239,7.8,-12.55766151,0
Pose1694,1694,16.820,41.238,2001,0,1,3.000,-117.284241,-10.4915138,-123.57675,-32.2482371,16.5,-12.52341339,0
Pose15,15,17.740,-85.606,93,0,6,5.000,-106.898544,1.09481718,-104.11238,-23.5492566,8.8,-12.39433094,0
Pose34,34,18.720,-77.478,1,0,70,29.000,-108.416301,-5.302121,-134.846742,-30.21406,14.8,-12.392654,0
Pose1150,1150,17.240,2.905,2001,0,1,3.000,-155.989398,-1.95524566,-146.711511,-29.7503319,14.4,-12.37529871,0
Pose88,88,16.800,-65.283,57,0,10,14.000,-106.261674,-13.5708233,-109.22735,-20.4986708,6.1,-12.34880372,0
Pose45,45,21.360,-73.437,90,1,6,6.000,-81.7878215,-2.84627853,-104.072461,-12.9658944,-0.6,-12.26930496,0
Pose495,495,17.200,-30.060,57,0,10,14.000,-118.844115,-6.50388207,-113.506373,-16.5147372,2.6,-12.26326348,0
Pose197,197,19.100,-52.779,2001,0,1,2.000,-119.369227,-2.33025638,-113.073262,-11.7275801,-1.7,-12.25482209,0
Pose913,913,18.140,-8.905,22,0,19,18.000,-85.5754211,-9.03492904,-132.664939,-42.3361879,25.9,-12.20256911,0
Pose181,181,19.400,-54.033,90,0,6,6.000,-104.105533,3.83755633,-97.6858998,-10.8506509,-2.4,-12.16558581,0
Pose41,41,17.080,-74.357,2001,0,1,5.000,-14.0636866,0.960471402,-120.991082,-42.6087144,26.2,-12.14784296,0
Pose883,883,18.300,-10.201,59,0,10,9.000,-79.3919186,-8.41041039,-113.814479,-17.0347557,3.2,-12.13128013,0
Pose483,483,16.780,-30.678,68,0,8,15.000,-121.048856,-4.8767849,-120.78606,-14.2357865,0.7,-12.11220785,0
Pose598,598,16.860,-24.150,2001,0,1,4.000,-108.278441,-8.45829447,-112.18796,-34.1052242,18.6,-12.09470178,0
Pose55,55,18.960,-70.707,2001,0,1,10.000,-146.04367,0.333315362,-140.404729,-21.5462019,7.3,-12.09158171,0
Pose1043,1043,20.320,-2.481,2001,0,1,5.000,-112.69212,-3.81905693,-133.287494,-34.4721972,19.0,-12.02497748,0
Pose1677,1677,17.900,40.245,12,0,24,17.000,267.699515,-7.53480119,-141.435523,-20.5736397,6.5,-12.01627573,0
Pose58,58,18.520,-69.883,79,1,7,5.000,-96.9121978,-6.32276979,-109.290574,-12.7412725,-0.5,-11.96714525,0
Pose9,9,18.120,-89.647,2001,0,1,7.000,-128.25122,-11.0022196,-119.642624,-20.173012,6.2,-11.9557108,0
Pose1413,1413,18.120,18.832,40,0,13,13.000,-90.7174223,-3.67965405,-109.853178,-24.3594529,10.0,-11.92350761,0
Pose553,553,16.960,-26.639,75,0,7,7.000,-152.523282,-1.46452408,-145.53275,-27.0020222,12.4,-11.90181998,0
Pose374,374,18.000,-38.668,90,0,6,2.000,-145.986394,-5.60617199,-144.999131,-14.6348958,1.3,-11.87140622,0
Pose81,81,19.080,-66.658,44,0,13,5.000,33.093864,-8.99229798,-137.277335,-38.3875222,22.8,-11.74876998,0
Pose260,260,16.720,-47.881,82,0,7,16.000,-87.5258705,2.09751446,-91.6468537,-16.1641781,2.8,-11.74776029,0
Pose544,544,17.380,-27.288,30,0,17,5.000,-83.789644,-2.95654985,-117.050806,-21.2530377,7.4,-11.72773393,0
Pose1138,1138,17.220,2.158,2001,0,1,5.000,-36.5310179,-10.6273398,-146.650396,-56.5199059,39.2,-11.66791531,0
Pose295,295,16.800,-45.316,2001,0,1,3.000,-104.085209,-4.54032651,-144.678433,-28.8150491,14.3,-11.63354419,0
Pose1682,1682,17.040,40.548,2001,0,1,1.000,-8.24294828,-5.81104235,-137.15975,-27.1301903,12.8,-11.61717127,0
Pose220,220,17.300,-50.804,20,0,19,13.000,-106.294663,-2.08088702,-107.238056,-14.8451057,1.8,-11.56059513,0
Pose1991,1991,17.120,129.028,14,0,23,18.000,165.000752,-7.59775773,-154.169219,-11.6189192,-1.1,-11.55702728,0
Pose514,514,17.160,-29.029,54,0,11,7.000,-122.636472,-5.94305719,-120.303893,-26.5775932,12.4,-11.51983388,0
Pose1175,1175,18.140,4.196,40,0,13,13.000,-124.813111,-7.67636255,-126.585239,-36.5764315,21.4,-11.51878835,0
Pose221,221,16.900,-50.670,2001,0,1,4.000,-174.852792,-3.01135255,-177.530111,-32.0908989,17.4,-11.48180901,0
Pose57,57,17.440,-69.914,2001,0,1,4.000,-136.788447,-10.9120209,-173.376283,-27.9051098,13.7,-11.41459882,0
Pose587,587,17.140,-24.889,77,0,7,7.000,-118.401177,-1.39282167,-126.460085,-27.9039728,13.7,-11.41357552,0
Pose52,52,17.660,-71.157,2001,0,1,4.000,-93.266482,-2.33972469,-107.590243,-22.2025974,8.6,-11.38233766,0
Pose747,747,16.660,-17.252,2001,0,1,3.000,-130.556249,-9.30585331,-121.170628,-31.2514646,16.8,-11.32631814,0
Pose72,72,17.480,-67.963,20,1,19,19.000,-107.670924,-2.09422014,-108.926996,-17.1644849,4.2,-11.24803641,0
Pose1943,1943,17.380,94.253,23,0,18,16.000,-168.289069,-9.08329118,-171.061088,-22.6974696,9.2,-11.22772264,0
Pose283,283,17.460,-46.133,1,0,70,27.000,-123.48357,-3.22670395,-136.44891,-33.358801,18.8,-11.2229209,0
Pose152,152,16.960,-56.945,24,0,18,14.000,-95.1768153,-5.1726828,-122.601131,-22.4224161,9.0,-11.18017449,0
Pose1966,1966,18.700,104.817,41,0,13,13.000,-13.4402474,-12.3397687,-161.484472,-55.5678215,38.9,-11.11103935,0
Pose51,51,16.700,-71.250,74,0,7,7.000,-89.1704671,6.235972509E-03,-98.9137862,-21.9756904,8.7,-11.07812136,0
Pose322,322,17.660,-43.214,44,0,13,9.000,-145.449509,-4.48618296,-153.308653,-25.7310965,12.1,-11.05798685,0
Pose564,564,17.380,-25.857,61,0,9,6.000,-90.5417346,-3.12264166,-102.95336,-17.7281545,4.9,-11.05533905,0
Pose521,521,18.580,-28.423,23,0,18,17.000,-130.821692,-1.53324196,-128.60598,-14.290465,1.9,-10.9614185,0
Pose14,14,16.880,-86.771,2001,0,1,4.000,-100.145847,-12.7859763,-103.240677,-19.2731691,6.4,-10.94585219,0
Pose953,953,17.060,-7.213,17,0,21,21.000,-81.1452977,5.633189037E-02,-103.690692,-16.920881,4.3,-10.9287929,0
Pose1462,1462,17.640,21.958,4,0,49,21.000,-86.0068859,-9.17463553,-116.737814,-24.5724229,11.2,-10.91518061,0
Pose1122,1122,17.020,1.368,2001,0,1,1.000,-84.3161088,4.312351903E-02,-87.1734421,-21.8860569,8.8,-10.89745121,0
Pose695,695,18.760,-19.722,32,0,16,15.000,-107.236637,-4.86264937,-145.837987,-41.7735807,26.7,-10.89622263,0
Pose1650,1650,20.740,36.726,23,0,18,15.000,-141.830649,-8.81725713,-188.27214,-19.5056701,6.7,-10.85510309,0
Pose1937,1937,17.820,91.303,2001,0,1,5.000,-101.708936,-3.17569638,-147.631202,-26.7224306,13.2,-10.85018754,0
Pose639,639,17.400,-21.942,2001,0,1,2.000,-93.3448669,-1.69028032,-80.5513996,-15.2436168,2.9,-10.81925512,0
Pose50,50,17.080,-71.960,93,0,6,5.000,-93.4286543,-0.133961029,-109.468349,-20.3180525,7.5,-10.78624725,0
Pose63,63,19.020,-69.202,3,0,53,29.000,-124.602439,-4.96329834,-127.715759,-27.244909,13.8,-10.7204181,0
Pose1611,1611,18.500,33.772,2001,0,1,2.000,-121.429473,-6.40345074,-151.61594,-31.5985084,17.8,-10.63865756,0
Pose224,224,17.100,-50.402,94,1,6,5.000,-114.778157,0.112038029,-108.925829,-19.5844658,7.0,-10.62601922,0
Pose305,305,17.020,-44.261,2001,0,1,5.000,-63.2463681,-2.90047263,-85.4370004,-28.2493873,14.8,-10.62444857,0
Pose436,436,16.600,-33.455,2001,0,1,4.000,-85.6433118,-1.26267189,-97.2175848,-10.8418491,-0.8,-10.55766419,0
Pose899,899,17.560,-9.445,96,0,6,15.000,-117.508656,-7.10743141,-136.030597,-38.3580616,24.0,-10.52225544,0
Pose754,754,19.400,-16.969,1,0,70,32.000,-137.461844,-1.30467511,-128.653681,-27.0930303,13.9,-10.48372727,0
Pose418,418,17.400,-34.776,42,0,13,8.000,-99.3843353,-13.9426302,-99.0896016,-19.9469021,7.5,-10.45221189,0
