Name,PoseNum,ZDock Score,ZRank Score,Cluster,ClusterCenter,ClusterSize,Density,E_vdw1,E_elec1,E_vdw2,E_elec2,E_sol,E_RDock,clash
Pose1005,1005,16.780,-4.252,2001,0,1,17.000,-12.9155821,-0.568342553,-95.1982623,-24.277623,16.7,-5.1498607,0
Pose1310,1310,17.800,11.433,3,0,53,49.000,-55.8375058,-7.68327861,-128.184686,-27.0250366,19.2,-5.12253294,0
Pose1067,1067,17.240,-1.012,21,0,19,19.000,-136.010054,-0.355523293,-126.638205,-21.2025252,14.0,-5.08227268,0
Pose1608,1608,17.160,33.463,23,0,18,16.000,-63.7301167,-4.66719383,-150.83322,-13.0909987,6.7,-5.08189883,0
Pose132,132,18.800,-59.534,79,0,7,10.000,-87.0945953,-6.41507067,-113.588453,-6.00858737,0.4,-5.007728633,0
Pose309,309,16.580,-43.919,68,0,8,6.000,-111.602765,0.247448102,-107.251706,-2.78273229,-2.5,-5.004459061,0
Pose1044,1044,17.400,-2.441,22,0,19,10.000,-122.910109,1.23358569,-123.112972,-35.7013054,27.2,-4.93117486,0
Pose443,443,16.840,-32.978,80,0,7,7.000,-105.49313,-5.19483902,-108.525516,-25.5265652,18.1,-4.87390868,0
Pose174,174,16.720,-54.562,2001,0,1,1.000,-67.2152172,-1.60593457,-91.2347118,-10.9686867,5.0,-4.87181803,0
Pose736,736,18.940,-17.852,3,0,53,31.000,-122.823171,-6.24117193,-133.985492,-29.5998322,21.8,-4.83984898,0
Pose400,400,17.080,-36.858,2001,0,1,1.000,-110.020515,-8.02203514,-130.824848,-15.8071316,9.4,-4.82641844,0
Pose527,527,16.800,-28.229,2001,0,1,5.000,52.9787841,-5.73168773,-119.67411,-22.2489683,15.2,-4.82407147,0
Pose125,125,18.400,-60.804,2001,0,1,1.000,-111.975583,-3.72308081,-111.757345,-20.2911418,13.5,-4.76202762,0
Pose555,555,18.760,-26.478,56,0,10,4.000,-154.631646,-15.5380184,-139.188727,-24.0582522,16.9,-4.75242698,0
Pose906,906,17.020,-9.122,54,0,11,9.000,-129.866468,-5.18550568,-157.024721,-31.1352013,23.3,-4.72168117,0
Pose1892,1892,20.360,76.120,5,0,47,26.000,193.377438,-1.49466699,-141.285406,-23.2062312,16.2,-4.68560808,0
Pose1066,1066,18.500,-1.070,2001,0,1,5.000,-121.900123,-9.32497236,-116.551211,-12.6372662,6.7,-4.67353958,0
Pose525,525,16.920,-28.300,81,0,7,3.000,-100.980539,-2.80870042,-112.287468,-29.8086375,22.2,-4.62777375,0
Pose207,207,18.220,-52.075,49,0,12,10.000,-115.869462,-3.4230015,-134.014997,-14.2458115,8.2,-4.62123035,0
Pose590,590,16.720,-24.718,2001,0,1,1.000,-111.650959,-5.54622957,-123.041118,-26.672146,19.4,-4.6049314,0
Pose512,512,17.240,-29.117,2001,0,1,4.000,-101.522469,-1.67116372,-105.343236,-16.8897246,10.6,-4.60075214,0
Pose1989,1989,16.800,127.368,26,0,18,15.000,2009.82075,-5.88980889,-125.665142,-13.7701205,7.8,-4.59310845,0
Pose349,349,17.200,-40.689,2001,0,1,1.000,-102.966601,-5.13872519,-110.611536,-19.2144233,12.7,-4.59298097,0
Pose490,490,17.800,-30.321,41,0,13,13.000,-125.937379,0.154452234,-122.193219,-35.8533422,27.7,-4.56800798,0
Pose87,87,17.740,-65.346,51,0,12,11.000,-143.323077,2.31317882,-141.122579,-18.8203167,12.4,-4.53828503,0
Pose163,163,17.140,-55.817,12,1,24,18.000,-115.01784,-0.272661861,-112.724179,-9.35230898,3.9,-4.517078082,0
Pose989,989,16.840,-5.233,8,0,25,15.000,-9.85125201,1.70684895,-107.640357,-12.880833,7.1,-4.4927497,0
Pose678,678,18.420,-20.395,12,0,24,14.000,-103.760812,-3.63332135,-109.496368,-12.1663736,6.5,-4.44973624,0
Pose519,519,16.600,-28.599,94,0,6,5.000,-112.362403,1.03493818,-116.866315,-14.2711177,8.4,-4.44400593,0
Pose1444,1444,17.180,20.885,70,0,8,9.000,-36.9339697,0.483807652,-113.175359,-22.6946474,16.0,-4.42518266,0
Pose271,271,17.000,-46.746,33,0,16,16.000,-133.608407,-2.5057941,-124.717784,-17.9055586,11.7,-4.41500274,0
Pose1737,1737,17.100,46.822,75,0,7,7.000,-79.1772911,-4.82968792,-82.8638583,-19.9713151,13.6,-4.37418359,0
Pose28,28,17.580,-79.620,14,1,23,19.000,-126.701388,0.191415421,-143.235956,-7.16637497,2.1,-4.349737473,0
Pose407,407,18.840,-36.099,2001,0,1,26.000,-127.050886,-4.03543452,-127.305289,-24.692681,17.9,-4.3234129,0
Pose129,129,16.780,-60.389,49,1,12,10.000,-140.186573,1.24758417,-150.653023,-15.4697721,9.6,-4.32279489,0
Pose312,312,17.920,-43.763,13,0,24,14.000,-90.033834,-6.95552207,-116.405227,-21.3351292,14.9,-4.30161628,0
Pose735,735,17.040,-17.862,2,0,61,35.000,-103.235836,-2.46033014,-104.121226,-27.3190125,20.3,-4.28711125,0
Pose1490,1490,16.720,23.705,2001,0,1,4.000,-100.37762,-5.22888708,-122.826363,-29.2518177,22.1,-4.22663593,0
Pose303,303,19.180,-44.366,33,0,16,16.000,-109.798076,-4.69971491,-114.467185,-17.472553,11.5,-4.2252977,0
Pose491,491,16.900,-30.228,38,0,14,6.000,-102.854547,-1.38982427,-122.766453,-15.0129974,9.3,-4.21169766,0
Pose500,500,17.020,-29.808,2001,0,1,2.000,-86.8795362,-3.28973421,-100.572703,-25.889856,19.1,-4.2008704,0
Pose1617,1617,18.480,34.013,20,0,19,11.000,-149.975101,-2.6016459,-146.254926,-12.7452682,7.3,-4.17074138,0
Pose1921,1921,17.860,83.618,54,0,11,9.000,-87.4105089,-13.2532208,-139.28347,-26.8555018,20.0,-4.16995162,0
Pose1916,1916,17.480,82.272,12,0,24,14.000,124.275438,-4.72850666,-136.129859,-9.34977777,4.3,-4.114799993,0
Pose2,2,18.720,-100.217,4,1,49,16.000,-115.344321,-3.12313375,-124.203497,-19.7596628,13.7,-4.08369652,0
Pose1047,1047,18.500,-2.375,8,0,25,19.000,-102.591203,-4.64971318,-109.031177,-10.1591324,5.1,-4.04321916,0
Pose1467,1467,18.020,22.153,22,0,19,18.000,-130.371388,-4.92737026,-127.35493,-36.0325334,28.4,-4.02928006,0
Pose206,206,18.520,-52.091,2001,0,1,3.000,-120.82889,-5.31295014,-124.227969,-17.6884142,11.9,-4.01957278,0
Pose1078,1078,17.280,-0.273,2,0,61,60.000,-111.962838,-5.42481277,-101.668193,-16.9086601,11.2,-4.01779409,0
Pose509,509,17.580,-29.576,2001,0,1,5.000,-116.433519,-1.448237249E-03,-114.355367,-14.3505696,8.9,-4.01551264,0
Pose536,536,17.040,-27.771,2,0,61,37.000,-96.0765753,-1.7424798,-110.408057,-20.7719056,14.7,-3.99471504,0
Pose135,135,17.540,-59.137,30,0,17,6.000,-99.4807567,-0.14171753,-101.500409,-11.0558586,6.0,-3.95027274,0
Pose147,147,17.780,-57.592,1,0,70,44.000,-76.2942906,-1.2817054,-105.648472,-19.7114946,13.8,-3.94034514,0
Pose248,248,16.860,-48.862,2001,0,1,5.000,-113.697853,-5.74888962,-128.354988,-26.8151751,20.2,-3.93365759,0
Pose474,474,17.520,-31.026,61,0,9,9.000,-111.161757,-5.10566613,-108.258072,-4.58781305,0.2,-3.929031745,0
Pose1865,1865,18.820,67.405,2,0,61,34.000,-80.1013835,-4.0121326,-119.919471,-17.807697,12.1,-3.9269273,0
Pose714,714,17.500,-18.895,98,0,6,6.000,-110.123145,-3.79549198,-119.876592,-12.5446342,7.4,-3.89017078,0
Pose336,336,17.120,-41.819,25,1,18,17.000,-120.121802,-8.3714256,-118.434849,-20.6506037,14.7,-3.88554333,0
Pose671,671,16.720,-20.825,46,0,12,12.000,-97.6320473,-1.6112161,-101.255076,-17.7615154,12.1,-3.88536386,0
Pose333,333,16.600,-42.334,2001,0,1,6.000,-112.854959,2.02209293,-114.854399,-31.8585333,24.8,-3.87267997,0
Pose1841,1841,17.320,63.068,39,0,14,6.000,-79.2681974,-8.77295421,-150.622453,-18.5135144,12.8,-3.86216296,0
Pose1356,1356,16.800,14.622,4,0,49,43.000,-125.555958,-7.38012381,-116.01009,-24.6238574,18.3,-3.86147166,0
Pose1009,1009,20.200,-4.054,6,0,43,25.000,-136.258809,-1.8486742,-133.696019,-20.7349578,14.8,-3.86146202,0
Pose94,94,16.660,-64.623,2001,0,1,3.000,-89.3420281,-2.43791311,-93.3126767,-6.69082608,2.2,-3.821743472,0
Pose573,573,16.580,-25.458,2001,0,1,3.000,-116.375349,-8.92318416,-111.61116,-17.1136539,11.6,-3.80228851,0
Pose199,199,16.800,-52.484,21,0,19,19.000,-89.433877,2.74110373,-124.627594,-18.6245346,13.0,-3.76208114,0
Pose415,415,18.580,-35.086,2001,0,1,5.000,-146.557283,-4.21411084,-146.538514,-25.0614035,18.8,-3.75526315,0
Pose892,892,16.960,-9.658,2001,0,1,9.000,178.411072,-2.93747447,-117.961772,-13.8379672,8.7,-3.75417048,0
Pose1400,1400,16.620,17.791,12,0,24,24.000,-58.5779732,-4.58874915,-102.291947,-19.497636,13.8,-3.7478724,0
Pose946,946,16.900,-7.703,2001,0,1,2.000,63.4795019,-4.07483166,-111.28192,-12.71358,7.7,-3.742222,0
Pose166,166,17.720,-55.692,30,0,17,7.000,-124.848323,-1.08534951,-120.898336,-12.7897961,7.8,-3.71081649,0
Pose1283,1283,16.820,9.336,20,0,19,12.000,795.386516,-5.67981537,-96.4219868,-11.3313459,6.5,-3.69821131,0
Pose541,541,18.080,-27.446,68,0,8,16.000,128.558182,-10.593763,-99.1740418,-8.42002173,3.9,-3.678019557,0
Pose405,405,17.220,-36.243,14,0,23,21.000,-93.4951906,-2.83804559,-100.491944,-10.0557905,5.4,-3.65021145,0
Pose1487,1487,18.780,23.599,13,0,24,17.000,-124.204324,-9.71490168,-130.029037,-26.2506193,20.0,-3.62555737,0
Pose972,972,17.400,-6.267,54,0,11,11.000,23.8662207,-6.79315965,-142.750155,-20.4607713,14.8,-3.61469417,0
Pose1087,1087,17.900,0.027,23,0,18,18.000,-93.8448218,-2.34282689,-141.858103,-9.79347754,5.2,-3.614129786,0
Pose1642,1642,17.820,36.071,61,0,9,8.000,13.4252851,-3.39847458,-108.249353,-2.57039312,-1.3,-3.613353808,0
Pose1667,1667,16.940,38.951,56,0,10,10.000,-109.501439,-14.2935817,-126.871133,-26.9995999,20.7,-3.59963991,0
Pose1036,1036,16.680,-2.771,2001,0,1,3.000,341.180345,-5.73830898,-78.2625246,-8.22007903,3.8,-3.598071127,0
Pose1125,1125,17.360,1.514,14,0,23,23.000,-126.371161,-0.71487742,-123.727025,-17.1644294,11.9,-3.54798646,0
Pose1274,1274,16.760,9.083,31,0,17,15.000,-113.709187,-0.525337998,-125.413205,-36.7142782,29.5,-3.54285038,0
Pose784,784,17.320,-15.499,38,0,14,10.000,-48.8181825,-1.94078773,-101.257648,-7.37073474,3.1,-3.533661266,0
Pose637,637,17.900,-21.961,78,0,7,8.000,-106.52925,-3.00515787,-123.447982,-11.6984618,7.0,-3.52861562,0
Pose233,233,16.960,-49.713,7,0,26,26.000,-103.100843,-6.25057218,-101.923097,-13.1404885,8.3,-3.52643965,0
Pose679,679,17.080,-20.360,2001,0,1,2.000,-102.479945,-4.90898008,-108.69146,-6.424995,2.3,-3.4824955,0
Pose150,150,18.380,-57.351,51,0,12,11.000,-42.0140896,4.20348737,-131.9931,-14.1978235,9.3,-3.47804115,0
Pose528,528,19.060,-28.217,71,0,8,4.000,-116.129238,3.2118998,-114.92832,-14.7498287,9.8,-3.47484583,0
Pose497,497,16.980,-30.029,2001,0,1,5.000,-100.836738,-1.42627054,-107.557767,-12.9600481,8.2,-3.46404329,0
Pose628,628,17.940,-22.642,68,0,8,13.000,-109.87077,-1.74510469,-117.781839,-3.82704504,-0.0,-3.444340536,0
Pose244,244,17.360,-49.109,12,0,24,15.000,-95.1798877,2.22879719,-108.257167,-11.1534311,6.6,-3.43808799,0
Pose516,516,19.940,-28.895,6,0,43,24.000,-118.050057,-2.25955395,-117.404823,-22.91479,17.2,-3.423311,0
Pose1257,1257,16.880,8.247,62,0,9,6.000,-85.8002564,-3.15371933,-132.824016,-22.0166713,16.4,-3.41500417,0
Pose1829,1829,18.560,61.636,9,0,24,21.000,15.360929,-0.366580532,-189.754462,-17.7719479,12.6,-3.39475311,0
Pose118,118,17.240,-61.572,68,1,8,13.000,-115.247617,-7.38211361,-116.943765,-6.76740683,2.7,-3.390666147,0
Pose830,830,18.400,-12.843,5,0,47,47.000,-40.240689,-6.17214565,-117.421813,-12.9788704,8.3,-3.38098336,0
Pose1814,1814,18.600,60.161,14,0,23,19.000,708.271332,-3.59327419,-40.4906299,-8.61913087,4.4,-3.357217783,0
Pose869,869,18.820,-10.694,2001,0,1,3.000,-108.023694,-3.50808583,-113.752989,-23.6183557,17.9,-3.35652013,0
Pose1425,1425,16.880,19.887,19,0,20,16.000,18.4567909,-5.25102495,-99.3198282,-17.9480122,12.8,-3.35321098,0
Pose68,68,17.100,-68.243,36,1,15,15.000,-115.295973,-4.57742396,-115.580939,-15.0450218,10.2,-3.34051962,0
Pose1432,1432,17.540,20.160,14,0,23,14.000,-83.7820183,-4.47762096,-90.2006925,-11.2076581,6.8,-3.28689229,0
Pose1802,1802,17.120,58.198,25,0,18,17.000,-161.291434,-0.63989329,-151.90062,-17.6425573,12.6,-3.27830157,0
Pose1630,1630,17.520,35.028,2001,0,1,3.000,-3.35869071,-10.9498665,-136.479615,-26.5014932,20.6,-3.25134388,0
Pose615,615,18.180,-23.383,33,0,16,16.000,-104.065589,-6.29436799,-122.342932,-15.3750015,10.6,-3.23750135,0
Pose1450,1450,19.500,21.337,19,0,20,11.000,-118.599598,1.36717605,-149.092089,-20.3531777,15.1,-3.21785993,0
Pose165,165,17.520,-55.757,7,0,26,6.000,-114.382386,-5.73406578,-137.146273,-25.448203,19.7,-3.2033827,0
Pose1730,1730,17.400,45.833,19,0,20,16.000,607.765516,-4.85725216,-85.4643015,-16.4476916,11.6,-3.20292244,0
Pose69,69,17.440,-68.080,2001,0,1,2.000,-96.1220933,1.91038426,-94.0264365,-2.3118624,-1.1,-3.18067616,0
Pose677,677,17.020,-20.454,49,0,12,10.000,-75.8216118,-4.05521516,-113.285515,-20.1958278,15.0,-3.17624502,0
Pose1151,1151,17.440,2.923,22,0,19,18.000,-102.735359,-4.57723431,-126.125364,-33.9734268,27.4,-3.17608412,0
Pose855,855,17.900,-11.651,2001,0,1,3.000,-14.1365553,-2.88735768,-131.239794,-18.6300568,13.6,-3.16705112,0
Pose1520,1520,17.840,26.753,75,0,7,7.000,-104.980987,1.3921924,-104.760575,-20.8520344,15.6,-3.16683096,0
Pose300,300,18.700,-44.563,1,0,70,35.000,-113.538598,-9.62527009,-112.326134,-25.6290266,19.9,-3.16612394,0
Pose352,352,17.700,-40.629,7,0,26,19.000,-101.341783,-0.461617784,-107.081865,-11.6195755,7.3,-3.15761795,0
Pose175,175,17.620,-54.547,61,1,9,18.000,-104.827851,-3.31580088,-117.538508,-3.72832217,0.2,-3.155489953,0
Pose332,332,16.600,-42.334,57,0,10,14.000,-105.984649,-7.77157568,-115.242512,-17.5874235,12.7,-3.12868115,0
Pose585,585,17.000,-25.005,47,0,12,8.000,-126.040702,-1.40388303,-125.689443,-30.0250807,23.9,-3.12257263,0
Pose328,328,18.560,-42.606,1,0,70,64.000,-81.4766179,-7.81996276,-97.1935689,-23.3578981,17.9,-3.12210829,0
Pose1909,1909,20.440,79.938,9,0,24,21.000,-41.9929701,-4.65309076,-191.694707,-19.5698148,14.5,-3.11283332,0
Pose1685,1685,17.920,40.818,2001,0,1,4.000,-116.18917,-1.9145586,-150.154214,-19.1170656,14.1,-3.10535904,0
Pose1084,1084,18.000,-0.029,2001,0,1,2.000,-62.9367958,-6.57607742,-79.2259296,-7.00357088,3.2,-3.103213792,0
Pose476,476,16.840,-30.824,8,0,25,25.000,-92.0175946,-7.43861185,-107.664858,-15.4433202,10.8,-3.09898818,0
Pose1539,1539,17.120,28.295,2001,0,1,6.000,-87.8664968,-0.43410266,-117.42875,-11.4105373,7.2,-3.06948357,0
Pose891,891,16.820,-9.659,2001,0,1,5.000,26.5287269,-7.43974326,-103.265658,-15.9190653,11.3,-3.02715877,0
Pose674,674,18.920,-20.664,33,0,16,16.000,-140.78038,-9.48382849,-140.519335,-19.0263924,14.1,-3.02375316,0
Pose362,362,16.640,-39.752,14,0,23,16.000,-118.855469,-1.87213304,-126.747055,-9.30302975,5.4,-2.972726775,0
Pose344,344,18.960,-40.836,5,0,47,29.000,-110.190339,-1.18934291,-117.746288,-21.4839477,16.4,-2.93555293,0
Pose169,169,21.220,-55.374,8,0,25,16.000,-140.974588,-5.94121921,-137.927067,-18.0373269,13.3,-2.93359421,0
Pose504,504,16.660,-29.733,7,0,26,19.000,-88.1710516,2.79120746,-95.4396112,-6.44673446,2.9,-2.902061014,0
Pose1729,1729,16.800,45.362,19,0,20,11.000,231.04635,-2.95249274,-122.95648,-9.86447313,6.0,-2.878025817,0
Pose1593,1593,22.320,32.162,20,0,19,11.000,-76.3780263,-1.79541626,-157.482906,-10.3822266,6.5,-2.84400394,0
Pose1213,1213,17.200,5.575,19,0,20,16.000,-137.300319,-5.04897682,-117.470372,-10.0381544,6.2,-2.83433896,0
Pose1519,1519,16.860,26.667,19,0,20,16.000,728.842541,-3.2728923,-79.7592288,-14.6729923,10.4,-2.80569307,0
Pose123,123,17.820,-60.932,3,0,53,53.000,-80.9990738,-0.725818901,-115.23473,-24.2733817,19.1,-2.74604353,0
Pose119,119,16.900,-61.360,2001,0,1,6.000,-110.210922,1.59166408,-108.713032,-8.59269895,5.0,-2.733429055,0
Pose1351,1351,16.820,14.463,84,0,7,7.000,-126.604695,-4.08484553,-133.412643,-16.9169278,12.5,-2.72523502,0
Pose872,872,16.880,-10.638,2001,0,1,3.000,-103.173988,1.14689608,-103.880086,-20.4464278,15.7,-2.70178502,0
Pose858,858,16.980,-11.465,59,0,10,10.000,-103.240703,1.76472522,-98.8859234,-5.55269176,2.3,-2.697422584,0
Pose1159,1159,17.100,3.196,5,0,47,30.000,-83.492449,0.376752821,-108.480362,-23.2081543,18.2,-2.68733887,0
Pose1055,1055,16.920,-1.782,10,0,24,24.000,-56.5719788,-7.55002838,-114.892118,-14.8444228,10.7,-2.65998052,0
Pose371,371,18.120,-38.902,80,0,7,7.000,-105.001545,-2.09560133,-131.253875,-19.7945644,15.2,-2.61510796,0
Pose768,768,18.160,-16.447,2001,0,1,11.000,-58.1150031,-0.774715858,-117.991028,-15.8454572,11.7,-2.56091148,0
Pose1644,1644,17.220,36.251,18,0,21,10.000,-69.5273771,-0.768172859,-101.032376,-9.94467591,6.4,-2.550208319,0
Pose313,313,18.600,-43.678,7,0,26,19.000,-96.9559246,2.08849199,-105.537331,-8.71277748,5.3,-2.541499732,0
Pose235,235,16.660,-49.661,2001,0,1,4.000,-88.8675526,-2.50221545,-119.286192,-19.5573829,15.1,-2.50164461,0
Pose1574,1574,16.780,30.791,18,0,21,11.000,-95.0360281,-7.44165615,-133.261252,-24.2045372,19.3,-2.48408348,0
Pose1315,1315,16.860,11.647,81,0,7,7.000,-105.110946,-4.34855706,-108.618254,-12.2551549,8.6,-2.42963941,0
Pose393,393,20.940,-37.102,1,0,70,32.000,-147.411981,-0.434610162,-136.355634,-24.6791941,19.8,-2.41127469,0
Pose1569,1569,16.680,29.647,2001,0,1,4.000,-113.667728,-3.36228538,-109.437305,-15.5823828,11.7,-2.32414452,0
Pose627,627,19.360,-22.643,13,0,24,17.000,-149.698535,2.08802067,-147.225725,-14.5494328,10.8,-2.29448952,0
Pose330,330,16.800,-42.424,14,0,23,20.000,-111.477249,-0.652875857,-115.427434,-9.96604094,6.7,-2.269436846,0
Pose377,377,16.860,-38.530,24,0,18,9.000,-109.103584,-5.29603543,-105.089777,-14.7156582,11.0,-2.24409238,0
Pose1191,1191,18.640,4.796,8,0,25,14.000,-157.551703,-4.19834554,-143.847513,-12.1553091,8.7,-2.23977819,0
Pose864,864,17.040,-11.014,2001,0,1,2.000,-106.579094,-4.49977281,-109.775339,-22.0395532,17.6,-2.23559788,0
Pose425,425,16.820,-34.250,2001,0,1,4.000,54.9990038,-0.227542561,-87.9131101,-26.5923432,21.7,-2.23310888,0
Pose304,304,18.840,-44.295,38,0,14,8.000,-108.737011,0.578698249,-112.618344,-13.8044825,10.2,-2.22403425,0
Pose1645,1645,18.140,36.338,21,0,19,10.000,604.204847,-2.26266218,-112.54302,-5.45682019,2.7,-2.211138171,0
Pose385,385,18.460,-37.814,12,0,24,6.000,-90.6197959,0.365463948,-109.955541,-24.3273853,19.7,-2.19464677,0
Pose1111,1111,18.180,0.994,13,0,24,16.000,-101.455552,3.95070301,-124.284774,-13.3217854,9.8,-2.18960686,0
Pose748,748,17.020,-17.162,2001,0,1,1.000,-139.213828,-12.5699442,-140.198563,-22.5393422,18.1,-2.18540798,0
Pose554,554,17.660,-26.596,69,1,8,8.000,-79.8556708,-3.64147305,-126.743439,-20.7321132,16.5,-2.15890188,0
Pose101,101,18.500,-63.531,16,0,22,9.000,-108.147364,-2.48395282,-107.677393,-16.5042239,12.7,-2.15380151,0
Pose1977,1977,18.840,114.161,41,0,13,13.000,166.281722,3.07852801,-128.321737,-40.942698,34.7,-2.1484282,0
Pose492,492,17.080,-30.207,2001,0,1,4.000,-111.451152,-1.90986784,-100.357972,-3.59457717,1.1,-2.135119453,0
Pose607,607,17.600,-23.753,2001,0,1,1.000,-63.8068984,-4.89195026,-79.5254087,-6.35916329,3.6,-2.123246961,0
Pose662,662,16.920,-21.115,6,0,43,24.000,-112.634244,1.52917701,-118.375776,-16.5541725,12.8,-2.09875525,0
Pose560,560,17.240,-26.200,6,0,43,28.000,-123.621595,-7.09797901,-136.859889,-24.9937144,20.4,-2.09434296,0
Pose1629,1629,16.780,34.961,18,0,21,13.000,-86.0221111,-4.44020695,-114.456427,-24.6455588,20.1,-2.08100292,0
Pose409,409,19.360,-35.811,61,0,9,18.000,-128.340865,-0.911935136,-123.183529,-2.08645586,-0.2,-2.077810274,0
Pose27,27,16.720,-80.029,82,1,7,8.000,-105.024152,-1.14873113,-102.977076,-7.63678552,4.8,-2.073106968,0
Pose142,142,16.600,-58.022,3,0,53,26.000,-118.614971,-0.953356248,-137.821894,-24.9438541,20.4,-2.04946869,0
Pose1121,1121,16.600,1.351,9,0,24,24.000,-92.5959446,-5.78250912,-101.138967,-16.3531201,12.7,-2.01780809,0
Pose1164,1164,17.320,3.710,66,0,9,8.000,-79.8758832,-7.88422926,-89.2866246,-6.57010452,3.9,-2.013094068,0
Pose661,661,16.840,-21.139,2001,0,1,5.000,-90.9600183,1.24065398,-102.182808,-4.99975768,2.5,-1.999781912,0
Pose1735,1735,17.700,46.653,2,0,61,57.000,524.386448,-4.8943024,-105.776881,-10.3330663,7.3,-1.99975967,0
Pose111,111,18.120,-62.479,47,1,12,8.000,-109.578723,9.799106508E-02,-124.942522,-30.6330305,25.6,-1.96972745,0
Pose143,143,16.740,-57.982,2001,0,1,17.000,-88.4154558,2.46646138,-102.432589,-29.7290928,24.8,-1.95618352,0
Pose691,691,20.640,-20.080,3,0,53,31.000,-90.3322988,-9.03006751,-102.030807,-25.5952938,21.1,-1.93576442,0
Pose1276,1276,17.060,9.134,47,0,12,8.000,-103.84026,-1.89526644,-116.717966,-30.482619,25.5,-1.9343571,0
Pose1309,1309,18.300,11.347,2,0,61,37.000,-61.557187,-0.822547739,-102.790274,-14.343124,11.0,-1.9088116,0
Pose360,360,16.820,-39.814,36,0,15,14.000,-93.9175144,-3.38252579,-116.864148,-10.4952081,7.6,-1.84568729,0
Pose1135,1135,18.540,1.988,4,0,49,25.000,-134.472528,-7.62242045,-132.803949,-26.3667835,21.9,-1.83010515,0
Pose501,501,21.960,-29.798,20,0,19,11.000,-96.0163762,-5.73469673,-145.342279,-15.1364138,11.8,-1.82277242,0
Pose126,126,16.880,-60.721,79,0,7,10.000,-109.708187,-1.92824359,-115.279213,-2.344134,0.3,-1.8097206,0
Pose285,285,21.000,-46.030,3,0,53,29.000,-132.737804,1.89599974,-125.754234,-23.1213485,19.0,-1.80921365,0
Pose67,67,20.720,-68.384,4,0,49,18.000,-128.66215,-1.66961549,-138.476505,-25.544311,21.2,-1.7898799,0
Pose605,605,19.280,-23.871,2,0,61,39.000,-118.274682,-1.11479152,-118.973917,-20.8692961,17.0,-1.78236649,0
Pose1057,1057,19.420,-1.617,70,0,8,9.000,454.208195,-7.38574834,-108.219073,-20.0777465,16.3,-1.76997185,0
Pose1176,1176,16.860,4.215,2001,0,1,3.000,-90.027839,-2.12622905,-115.317262,-25.6778801,21.4,-1.71009209,0
Pose506,506,17.240,-29.671,59,0,10,7.000,-88.3974332,-1.78250211,-106.403751,-12.8715026,9.9,-1.68435234,0
Pose1918,1918,17.340,82.997,44,0,13,10.000,39.8050643,-9.54381943,-157.209993,-15.7446362,12.5,-1.67017258,0
Pose1344,1344,17.060,14.330,2001,0,1,4.000,-99.0005173,-3.10753046,-96.1571357,-1.39700733,-0.4,-1.657306597,0
Pose551,551,16.700,-26.871,5,0,47,34.000,-112.86475,-7.00155029,-132.083255,-23.2851477,19.3,-1.65663293,0
Pose1974,1974,16.640,109.107,46,0,12,12.000,245.289988,-7.83383937,-146.804842,-20.28454,16.6,-1.656086,0
Pose843,843,17.880,-12.227,13,0,24,19.000,-99.940144,3.11864372,-145.105906,-19.9363316,16.3,-1.64269844,0
Pose205,205,17.440,-52.210,26,0,18,7.000,-96.4870235,-7.34153691,-110.650934,-9.3675715,6.8,-1.63081435,0
Pose1406,1406,16.700,18.516,22,0,19,18.000,-119.424857,2.76837839,-111.993674,-33.3515724,28.4,-1.61641516,0
Pose467,467,17.940,-31.469,61,0,9,17.000,-127.195144,-6.8125398,-122.889536,-2.44389885,0.6,-1.599508965,0
Pose77,77,17.200,-67.330,36,0,15,14.000,-119.364503,-4.91839674,-125.325531,-22.3301509,18.5,-1.59713581,0
Pose243,243,16.860,-49.210,61,0,9,7.000,-100.770419,0.464610392,-101.580935,-8.19980478,5.8,-1.579824302,0
Pose1907,1907,16.660,79.567,1,0,70,51.000,-99.583287,-5.14025328,-108.522546,-21.5930732,17.9,-1.53376588,0
Pose107,107,17.160,-63.025,16,0,22,11.000,-82.3887443,-1.97085133,-98.0844926,-14.5899288,11.6,-1.53093592,0
Pose1139,1139,18.260,2.167,20,0,19,12.000,-106.1103,-1.19546967,-112.730227,-8.66902532,6.3,-1.502122788,0
Pose1599,1599,16.820,32.818,32,0,16,16.000,-90.4251943,-6.9300723,-130.295222,-33.4321655,28.6,-1.48894895,0
Pose294,294,16.800,-45.365,2001,0,1,22.000,-103.450449,1.91719469,-107.703523,-28.9843551,24.6,-1.48591959,0
Pose513,513,17.520,-29.047,48,0,12,13.000,-92.416977,3.16197844,-109.119407,-7.19365135,5.0,-1.474286215,0
Pose314,314,18.780,-43.619,6,0,43,24.000,-93.3325098,-2.6940393,-117.971041,-20.4119595,16.9,-1.47076355,0
Pose1250,1250,16.860,7.909,38,0,14,10.000,-115.292938,2.320313796E-02,-107.416564,-11.7104927,9.1,-1.43944343,0
Pose854,854,16.880,-11.682,2001,0,1,3.000,-130.040697,-3.39894111,-113.362553,-9.35377057,7.0,-1.418393513,0
Pose499,499,19.840,-29.866,1,0,70,34.000,-134.987168,-1.76723649,-139.926222,-21.5592881,18.0,-1.40335929,0
Pose227,227,17.940,-50.140,2001,0,1,10.000,-107.95842,-2.11071005,-103.674669,-13.445362,10.7,-1.4008258,0
